candidate,time,URL,Message,友善職場,經濟支持,教保環境,other,no_policy,manual_label
賴香伶,2022-10-16 00:00:00,https://www.facebook.com/100046959711590/posts/636214631287188,參加市長候選人教育政策論壇 #回歸教育辦學本務 #本土文化多元並進 今天上午參加桃園市教師會、各級學校教師產業工會、家長會長協會等單位舉辦的「2022桃園市市長候選人 #教育政策論壇」，與其他三位對手同台說明教育問題。其實無論教育、交通、居住正義等問題，市民都想要知道市長候選人提出什麼政見，我希望其他三人也能接受邀請舉辦辯論會，讓選舉回歸政策本質，不要有其他抹黑問題，我願意邀請其他三位候選人共同主辦辯論會。 教育是國之根本，地方教育預算逐年增長，桃園已經增長到四百多億元，我希望打造桃園的優質環境、提升桃園教育環境，特別是保障學生受教權、老師工作權。我與其他候選人不同在於，我希望教師行政要減量，很多老師除了教學之外，還要被各單位、局處要求提供各種資料文件，排擠教學、備課時間，針對「＃行政減量」我會籌組工作小組逐項檢視。 其次是，2030雙語政策之下，我擔憂的是老師們教學、受教品質是否受到衝擊，要改善教學亂象，像國文老師教甄考英文、卻不考中文，有教學能力的老師因英語能力卡關而失去參加教甄的資格，健康、體育等其他科目必須英語教學等，導致出現教學現場外語、學科兩頭空等問題，這些我都會就教老師第一線的經驗逐步調整。 桃園教育文化要深耕，多元語言職缺必須開專職缺，讓本土語老師有優質工作保障，真正落實多語教學。外師也必須訂定評鑑標準，不能只是會講英文，卻在母國沒有教學經驗也來教書。 桃園公托明顯供不應求，在桃園區、中壢區的公托備取竟可達一兩百多人，八德、平鎮、楊梅都有類似問題，我希望四年增加50%公托家數，並改善教保人員薪資待遇，不僅留住教保人才，也吸納更多人投入教保工作，才能在四年內將師生比1:15逐步降至1:12，透過提供專業加給，改善教保人員低薪、流動率高問題，才能維繫幼教品質。 我也主張桃園必須 #均衡學區發展 #消弭教育不平等 ，因應新興重劃區的新增人口，除了應提前部署新設學校外，也必須同步活化現有社區學校，讓新校、老校成為共生發展的伙伴學校，透過對老校的補助機制，鼓勵老校活化、學生回流，透過實驗教育、特色教學讓老校重生。 針對代理教師納編，我日前也請教育部與教師工會座談，代理教師代理的是正式職缺，工作內容與編制內教師相同，但代理教師無法參加校務會議、教評會、考核會等事務，再擔心沒工作之下，代理教師也鮮少敢申訴，我若上任將給予代理教師完整聘期，許多正式教師都曾是代理教師，代理教師的權利義務、支給待遇應該比照學校專任標準辦理。 #讓認真的來 #教育政見 #應速辦桃園市長候選人辯論會,0.0,0.0,1.0,0.0,0.0,3
賴香伶,2022-07-15 00:00:00,https://www.facebook.com/100046959711590/posts/818214646229105,【黨團記者會】公托不足，家長重負,0.0,0.0,1.0,0.0,0.0,3
賴香伶,2022-11-09 00:00:00,https://www.facebook.com/100046959711590/posts/1829212404085977,今日主題，幫助年輕爸媽敢生敢養！ 生育補助、公共化托育提升到80%、私幼補助13660提升到54640 居住正義：持續興建社宅，只有社宅的數字足夠 才能平抑租屋市場價格，目前台北市興建社宅是六都第一 之後還會興建未來宅，讓長輩搬到有電梯的社宅 舒舒服服地等待新居落成！,0.0,1.0,1.0,0.0,0.0,"2, 3"
謝龍介,2022-11-24 00:00:00,https://www.facebook.com/100044147934163/posts/710655223749402,翻轉台南！照顧青年、照顧老人、生育津貼、馬上辦中心...一定做到。 執政黨說，他什麼都不用做，大家還是會蓋給他，你們還會投給他嗎？ #謝龍介 #台南 #老人健保免費 #生育津貼 #馬上辦中心,,,,,1.0,5
謝龍介,2022-11-23 00:00:00,https://www.facebook.com/100044147934163/posts/710050430476548,黃偉哲市長說「老人健保免費」是敗家政策，但六都的台北、新北、桃園、台中、高雄都已經實施「老人健保免費」。台南市一年有1000億預算，補助老人健保要大約18億，只要預算好好分配，龍介一定做得到，照顧老人絕對不是敗家。 另外，龍介希望鼓勵年輕人回台南發展，力推「006688，青年住宅兩年免費」，生育津貼第一胎三萬、第二胎五萬，三歲以下尿布免費...幸福是敢戀愛、敢結婚、敢生小孩，台南需要你們一起來經營，龍介也一定會照顧大家。,,1.0,,1.0,,"2, 4"
謝龍介,2022-11-22 00:00:00,https://www.facebook.com/100044147934163/posts/709425690539022,每個人年輕時打拚付出，年老時應該要受到照顧。龍介希望台南的「老人健保」可以免費，現在六都裡面就只有台南沒有，台南其實可以做得到。 龍介從政以來，不斷打貪揭弊，也督促自己不能官商勾結，對市民要忠誠，所以我想成立「馬上辦中心」，任何人都可以到市長室陳情，龍介不推拖，親自替市民收件交辦，不讓市政人員刁難市民。 台南少子化嚴重，年輕人不生孩子，怕養不起，因此龍介想鼓勵大家結婚生子，生育補助第一胎三萬、第二胎五萬，三歲以下尿布免費，陪你一起養小孩，減輕負擔，在我的心裡，幸福就是敢戀愛、敢結婚、敢生小孩。 台南的未來需要青年回鄉一起發展，用容積率換社宅，讓人人有房住，再推青年社宅二年免費，協助青年工作、創業，希望你們回來跟龍介一起經營台南，你們就是這裡的未來。 我是台南市長候選人 3 號 謝龍介 給我4年，讓你懷念40年！ 感謝 韓國瑜 徐巧芯 江啟臣 趙少康 馬英九 羅智強 朱立倫 童小芸競選團隊 支持！,,1.0,,,,2
謝龍介,2022-11-16 00:00:00,https://www.facebook.com/100044147934163/posts/704939040987687,#改變的時候到了！ 是我在第一場台南市長政見發表會演說的主軸，具體做法，包括「006688」租金優惠補貼、國中小營養午餐免費，以及生育獎勵金提高為第一胎3萬元、第二胎起5萬元，減輕年輕人負擔，迎戰少子化危機。 並且再次公開保證，上任一年內，落實全額補助台南市65歲以上長者健保費，即使市議會審議預算不及，也一定回溯到明年元旦實施。 謝龍介要打造的新台南，將是「老有所終，幼有所養」，「公平正義，政治清明」，還要「兼容並蓄，古今交融」。 錯過的朋友，請點閱留言中的連結補課，那都是我想對大家說的心內話。是對鄉親的保證，對故鄉的情書；當市長的宣示，最莊嚴的誓言。,,1.0,,,,2
謝龍介,2022-11-05 00:00:00,https://www.facebook.com/100044147934163/posts/696368011844790,「龍介新政，十大保證」總覽 https://reurl.cc/EX7Dqg 📌敬老 ・全額補助老人健保費 ・每月最高826元補好補滿 https://reurl.cc/lZVMdd 📌好孕 ・ 25到35歲女性凍卵補助3萬元 ・婚後孕前補助28趟產檢交通費，每趟200元 ・生育津貼第一胎3萬、第2胎起5萬 ・3歲以前免費發放尿布，由市府統一採購，里長發送 ・擴大公托，閒置校舍轉型為幼兒園 ・托嬰托幼每月補助3000元 https://reurl.cc/10xpGV 📌兒少 ・國、中小學營養午餐免費，減輕家長的壓力 ・因應漲價趨勢，該漲即漲，不能犧牲食品安全 https://reurl.cc/91EQvV 📌道安 ・立即改善台南交通事故率 ・以人為本，建設綠色行人專用道 https://reurl.cc/58oWYR ・終止T-Bike系統，全面更換為YouBike ・應用大數據分析，擴大設立租賃站點，增加車輛數 ・完善台南市公共交通路網 https://reurl.cc/58lEpq 📌治安 ・建置城市全影像系統，並整合現有治安、災防，與交通等監視系統 ・以整合完成之影像系統為基礎，規劃設立多功能「戰情室」，透過數位化、資訊化、雙向化，「即時監控，及時處理」 https://reurl.cc/6LyOA6 ・補足消防員額短缺 ・加發消防危險津貼，激勵士氣，吸引人才 https://reurl.cc/nZn362 ・市長親自督導，追辦台南三安（治安、消安、道安） ・嚴厲取締酒駕，保障用路安全 ・強化科技執法，整頓危險駕駛 https://reurl.cc/10gVgX 📌青年 ・成立青創基地園區，推行三減五免，降低房屋稅、地價稅等負擔 ・結合古都古蹟特色，每年舉辦府城文創及青創大賞 ・成立新移民小組，友善新住民及移工，強化與母國的聯繫 ・陸籍新移民四年入籍及工作權 https://reurl.cc/ymn8yq 📌居住 ・成立青年租屋平台，委外經營、獎勵出租、補貼青年租屋 ・社會住宅只租不賣，推行「006688」政策，前兩年0租金，第三、四年6折，第五、六年8折 ・容積獎勵回饋青年與社會住宅 ・30年以上老屋補助健檢，包含補強結構安全、增設電梯、立面修繕拉皮 https://reurl.cc/10gV4X,,1.0,1.0,1.0,,"2, 3, 4"
謝龍介,2022-09-28 00:00:00,https://www.facebook.com/100044147934163/posts/666992421449016,今天是928，龍介祝福所有老師「教師節快樂」！ 我對教育政策主張： 📍優化托育環境，增設公共化幼兒園，改善幼兒園遊戲場。 📍盤點閒置或廢棄校舍，輔導轉型為公托中心，或公共家園。 📍提供免費校園營養午餐。 📍培育新住民及其子女，兼容並蓄，鼓勵多元文化。 📍導入資訊創新科技，提升教學品質與效率。 📍加速老舊校舍整建。,,1.0,1.0,,,"2, 3"
謝龍介,2022-09-24 00:00:00,https://www.facebook.com/100044147934163/posts/664136928401232,今天「#百廟祈福」前進安定區，除了本黨參選人林全忠出席，另名參選人李文俊團隊同行，還加入一位特別嘉賓，就是民眾黨參選人洪岳銘。我一向的主張，就是在台南市民的福祉之前，在野力量必須團結制衡民進黨。 岳銘是位優秀青年，我也樂見他認同我的政見，包括全額補助老人健保、3歲以前嬰兒由市府免費配發尿布、生育津貼提高為第一胎3萬、第二胎5萬，以及國中小營養午餐免費。我也再次向神明起誓，全額補助老人健保，將在當選後一年內做到，做不到，不用等人來罷免，我自己就請辭負責。 卅年了！台南市就像久沒清理的廚櫃、藏汙納垢、蟑螂橫行。民進黨不會，也無法處理的貪官污吏，就讓謝龍介來抓！,,1.0,,,,2
謝龍介,2022-09-21 00:00:00,https://www.facebook.com/100044147934163/posts/661952985286293,台語有一句話「手抱孩兒才知父母時」！ 小時候父母照顧我們，等我們生孩子的時候才知道養兒的困難，才能體會父母的艱苦。 台灣有9個縣市營養午餐不用錢，台南市營養午餐卻沒有補助，且台南市在近五年間，吃營養午餐食物中毒的小朋友有2567人…台南市政府應該要重視這個問題。 所以龍介主張「國中小營養午餐免費」，減輕我們年輕爸爸媽媽的負擔，「未來營養午餐廚房要加強管理」讓我們的小孩吃營養午餐越吃越好，替下一代守護健康。 #謝龍介 #龍介仙 #台語 #台南 #政治 #育兒 #少子化 #補助,,1.0,,,,2
謝龍介,2022-09-13 00:00:00,https://www.facebook.com/100044147934163/posts/656085889206336,全台共有9個縣市全額補助國中、小營養午餐。六都直轄市，還沒有任何一位首長做到全額補助，但就像是黃偉哲市長一貫的行事風格，雖然大家都是部分補助，但台南的補助又是六都之中最少！舉例來說： ⚠️台南市營養午餐全額補助的對象只有「中低收入戶」、「遭逢變故」、「其他因素經導師認定」之國中、國小生。 ⚠️桃園市，台中市同樣門檻，皆有涵蓋補助到高中生。 就如同我早先談過的老人健保費，生育津貼，各種托育補助一樣，台南市的狀況，都是只要白紙黑字列出來，就是比人差一截！ 以110學年度為準，台南市國小學童有9.2萬人，國中生則有4.7萬人，扣掉已經接受補助的經濟弱勢，與百人以下學校生約2萬人，仍有12萬人。而現行每月營養午餐費，國小收費680到795元，國中收費700到825元，平均每月750元，算一算，市府每年只要多編列約8億元，就能讓所有國中、小孩子們免費享用營養午餐。 這筆錢，台南市編不出來嗎？反觀人家台中市部分補助，一年就編10億元！ 再次強調，謝龍介主張： 📌國中、小營養午餐免費 未來，龍介新政落實，配合老人健保補助每月最高826元，一個三代同堂的家庭（家有四老兩小），每個月家庭支出可以減少約4800元新台幣，取之於民，用之於民。,,1.0,,,,2
謝龍介,2022-09-12 00:00:00,https://www.facebook.com/100044147934163/posts/655550025926589,有鄉親取得台南市政府社會局做的廣告文宣，介紹生育獎勵金，育兒津貼，還有托育補助，今年都有「加碼」，最後補上一句「黃偉哲關心您」。乍看之下，就像是偉哲兄的政見，仿佛他終於意識到台南少子化危機，連忙端出托育政見。 其實，誤會大了！育兒津貼，托育補助，都是中央的政策，換句話說，拿中央的政策，魚目混珠為自己的政見，就是在欺騙台南市民，讓市民以為福利很多，其實不管市長是黃偉哲，還是謝龍介都有！ 到頭來，偉哲兄這四年任期，唯一可說是自己本事的托育政策，只有生育獎勵金的加碼，但卻只有其他五都的一半。 龍介新政，才是真正的牛肉，我 #有一說一，#說到做到，不會像偉哲兄那樣，每次都藏有「貓膩」，上次補助老人健保費，說比照新北市，已經被踢爆是偷換概念，這次育兒托育津貼又來一次，不要「有喙無心」，「摜籃假燒金」，實在很沒誠意。 #台南值得更好,,1.0,,,,2
謝龍介,2022-09-09 00:00:00,https://www.facebook.com/100044147934163/posts/653520019462923,台南市國、中小學營養午餐免費是我民生福利政見的第三支箭，與第一支箭，老人健保全額補助；第二支箭，全面提高生育津貼福利及公托環境相呼應。在年齡與社會結構上，如果說老人健保是照顧長輩、關懷銀髮族，生育津貼是照顧幼年及其家長，鼓勵生育；那國、中小營養午餐免費就是給正在成長的孩子們更好的營養，及食安保障。 ⚠️全台目前有9個縣市實施國中小營養午餐免費，但台南沒有！ ⚠️六都皆有對弱勢學童補助營養午餐，但台南的門檻最高、補助範圍最少！ ⚠️全球物價飆漲，根據民調顯示有92.4％的家長認為午餐費應該漲價！ ⚠️但台南不敢漲，因為怕家長反彈，導致在不減少菜量的情況下，犧牲食安！ ⚠️2016到2020五年期間，台南校園食物中毒受害人高達2567人次，全台最多！ 台南市的營養午餐政策掉進一個走不出來的漩渦，家長自費所以不敢漲價，但萬物皆漲所以只能犧牲食品安全把關，造成更難以挽回的校園食物中毒，但家長們最在意的恰巧是食品安全，結果就是民進黨讓家長們徹底失望，也荼毒正在成長的孩子們。 龍介主張： 📌國、中小學營養午餐免費，減輕家長的壓力 📌因應漲價趨勢，該漲即漲，不能犧牲食品安全,,1.0,1.0,,,"2, 3"
謝龍介,2022-09-08 00:00:00,https://www.facebook.com/100044147934163/posts/652714766210115,台南市不只產檢補助、生育津貼不如人，始終不願投資托育，公托家數吊車尾，遠不及其他五都零頭，說是慘不忍睹，也不為過。 若以新北市作為對照組，根據衛生福利部的統計，新北市2018年有公托60所，可收托人數3281人，到了2019年，成長到64所，可收托人數3563人，2020年85所，可收托人數4202人，2021年93所，可收托人數4755人，2022年截至6月，新北市公托已經成長到103所，可收托人數5066人，不過就在我兩天前到請益參訪時，原來已經成長到106所，侯友宜市長更當場掛保證，年底會增加到120所，可收托人數突破6000人。 換句話說，侯市長在四年任期內，就拚出了60家公托！反觀台南市，一度全市只有一所公托，黃偉哲市長任期就快結束了，可收托的台南囝仔，也還不到200人： ⚠️2018年，台南市公托1所，可收托12人。 ⚠️2019年，台南市公托6所，可收托71人。 ⚠️2020年，台南市公托6所，可收托72人。 ⚠️2021年，台南市公托11所，可收托96人。 ⚠️2022年，台南市公托12所，可收托150人（截至6月）。 這樣的成績攤開來，我心裡實在難過，民進黨長年獲得台南鄉親死忠支持，卻沒有拿出執政成績回報，人口外移，出生率最低，#生育津貼六都最糟、#產檢補助門檻最高，#公托六都最少，都是白紙黑字，一比就知。 龍介主張，零到六歲的囝仔，由台南市政府全力協助父母們「一起養」，具體措施包括： 📌3歲以前免費發放尿布，由市政府統一採購，里長發送。 📌擴大公托，閒置校舍轉型為幼兒園。 📌托嬰托幼每月補助3000元。 #台南值得更好,,1.0,1.0,,,"2, 3"
謝龍介,2022-09-07 00:00:00,https://www.facebook.com/100044147934163/posts/652213342926924,生育津貼六都最少，產檢補助門檻太高 台南市人口持續減少，主要原因之一就是生育率太低，但是台南市的生育津貼卻只有其他五都的一半，產檢補助門檻又太高，看得到，吃不到。 以生育津貼來說，台灣生兩胎的家庭最多，但台南市生第一胎、第二胎的補助卻最少，要生到第五胎才補助五萬元，試問現在有多少父母會生到第五胎？這種脫離現實的津貼政策，根本不是解決問題，不是造福市民，倒像是為了宣傳而宣傳，台南市政府竟然還沾沾自喜，編了順口溜說：「五燈獎，過五關，獎五萬」。 六都第一胎及第二胎的津貼，數字一比就知道，台南市都是最少： ⚠️第一胎補助 1萬元：台南市 2萬元：台北市、新北市、台中市、高雄市 3萬元：桃園市 ⚠️第二胎補助 1.2萬元：台南市 2萬元：新北市、台中市、高雄市 2.5萬元：台北市 3萬元：桃園市 此外，台南市現行的產檢補助門檻也極為嚴苛，相較於新北市直接補助孕婦28趟，每趟200元，台南市的孕婦如果想申請交通費補助，必須是懷孕20週以上且符合居家安胎者。每趟最高補助200元，補助上限金額為4000元，一次來回，就算兩趟。 謝龍介主張： 📌生育津貼第一胎3萬、第2胎起5萬元。 📌比照新北市，補助28趟產檢交通費，每趟200元。 #台南值得更好,,1.0,,,,2
謝龍介,2022-09-06 00:00:00,https://www.facebook.com/100044147934163/posts/651384223009836,「#台南有像新北市的托育中心嗎？」 當我遇到台南北漂子弟，總是勸他們返鄉發展，卻經常被問起這題。而說來慚愧，還真的沒有。 台南市，截至2022年6月，只有12所公托，好不容易成立第13所，收托人數僅有100多人。反觀新北市，在朱立倫前市長任內開始建設，侯友宜市長任期還未滿四年，又新增60所公托，在出發前我請幕僚幫我準備數字，衛福部官網統計到6月，是103所，今天聽到侯市長親口說，兩個月內又增加到106所了，年底前會增加到120所，收托人數將超過6000人。中央統計，甚至趕不上新北建設的速度。 感謝侯市長完全不藏私，對於托育政策傾囊相授，還向我保證「自己市政有經驗，儘管隨時問」，而我受益最多的，是體認到首長的價值，台南市光是新增一所公托，跨局處會先吵個大半年，大家都是國家考試出來的公務員，怎麼會差這麼多？其實關鍵就是首長的領導力與態度，態度對了，成績就出來了，有嘴有心，不要「提籃假燒金」。 感謝侯市長，好兄弟，沒話說，#台南值得更好，南北攜手共好。,,,1.0,,,3
謝龍介,2022-09-05 00:00:00,https://www.facebook.com/100044147934163/posts/650851863063072,明天上午，我將北上參訪新北市中和區的民享公共托育中心，當面向新北市長侯友宜請益市政，重中之重，就是托育政策。 這些年，新北市府對抗少子化所付出的努力，有目共睹。政策規劃、福利津貼，軟硬體建設，都讓台南市府「看不到車尾燈」。 例如新北市民在婚後孕前就享有健檢補助，孕婦孕期也補助產檢交通費，台南市不是沒有，就是門檻極高。新北市發給頭兩胎的生育津貼2萬元，第三胎起3萬元，比起台南市一胎1萬元，二胎1.2萬元，也多了將近一倍。 但新北市真正傲視全國的，是 #公托家數破百，可托育人數超過5200人，都是全國第一！反觀 #台南市今年才設立第13所，可托育人數僅僅是新北市的零頭。 同樣都是直轄市，新北市能，沒道理台南市不能，這無關市長面子，而是市民待遇「裡子」的問題，我已經等不及要向侯市長請教，帶領台南市迎頭趕上。 #卅年投一次輪替 #台南值得更好,,,1.0,,,3
謝龍介,2022-09-05 00:00:00,https://www.facebook.com/100044147934163/posts/650740246407567,#全面加碼生育補助，#零到六歲咱一起養 台南人口流失，少子化，老齡化的問題，相較於其他五都，已經形成重大危機，幾項數據，觸目驚心。 ⚠️台南市人口，從2017年的188萬6522人，降到今年僅185萬865人。 ⚠️台南市人口，相較於黃偉哲市長上任時減少1.6％，連續五年負成長。 ⚠️0到30歲人口10年來驟減逾14萬人，從71萬人，減少至57萬人。 ⚠️0到14歲幼年人口自2010年開始持續下滑，十年內從27萬人，下滑到21萬人。 ⚠️65歲以上老年人口始終上升，十年內從21萬人，上升至32萬人。 台南市出生率在六都之中敬陪末座，2021年僅有5.16‰。其他五都皆在6‰以上，桃園市更高達8.9‰。台南市新生兒人數，在2021年首次跌破萬名，只有9634人。 年輕夫妻不願意生育，或者不願意留在台南市生育，因為民進黨執政這些年，既不尊重長輩，也不照顧幼兒，台南市的生育福利政策，竟然也是六都最糟！例如，台南市第一胎的生育津貼竟然只有1萬元，其他五都至少2萬元以上，而這1萬元還是今年才調的，原本只有6000元。 黃偉哲市長早先宣布，生育津貼最高5萬元，但那是第五胎才有的福利，試問現在還有多少夫妻願意生五胎？到頭來，就跟補助老人健保費一樣，都是話術！這樣騙，真的沒有意思。 謝龍介主張： 📌25到35歲女性凍卵補助3萬元 📌婚後孕前補助28趟產檢交通費，每趟200元 📌生育津貼第一胎3萬、第2胎起5萬 📌3歲以前免費發放尿布，由市政府統一採購，里長發送。 📌擴大公托，閒置校舍轉型為幼兒園。 📌托嬰托幼每月補助3000元。 我明白，少子化危機，不是光用津貼就能解決，也不是一朝一夕就能改變年輕人不願意生養的觀念，但做為首長，必須儘可能運用政策工具，增加誘因，現在再不做，就太遲了！,,1.0,1.0,,,"2, 3"
謝龍介,2022-08-28 00:00:00,https://www.facebook.com/100044147934163/posts/645116880303237,全代會的後台，就像一場久別重逢的同學會。平常大家忙於公務與選戰，難得聚在一起，好像有說不完的故事，還要互相加油打氣，合照留念。 記者朋友很關心，夏立言副主席訪陸返台，民進黨政府急著「抹紅」，會不會影響選情？只能說「難免」，但兩岸終究要和平避戰，對話是必須的，跟親不親中，沒有關係。民進黨政府做不到，國民黨得盡一份力。 也有記者朋友關心，林姿妙縣長被起訴，民進黨政府又急著「抹黑」，是不是也會影響選情？任何政治人物，貪污屬實就關到死，毫無懸念，但林縣長被搜索四次，都沒有確切證據，強行起訴，是肅貪？還是追殺？就交給法院判決。 謝龍介當選，0到3歲幼兒所需之尿片，將由台南市政府向廠商大量採購之後，透過里長發放，估計可幫父母年省近萬元開支，同時，我將立即提高生育補助金，生第一胎發3萬元，第二胎起5萬元。民進黨朋友們儘管冷嘲熱諷，卻又無力改變台南市每年新生兒從1.5萬人，跌到只剩每年9000人的重大少子化危機。 全代會之後，我將在9月1日登記參選。興利除弊，打造台南市成為「幼有所養，老有所終」的幸福城市，是我們共同的願望，正在一步步實現。 #卅年投一次輪替 #台南值得更好,,1.0,,,,2
謝龍介,2022-08-25 00:00:00,https://www.facebook.com/100044147934163/posts/643279240487001,台南市第4屆市長、市議員暨里長選舉 11 月 26 日投票，今（25）日開放領表，謝龍介團隊由執行長周紘騰代表，並率安南區市議員參選人童小芸競選團隊成員，上午前往市選委會完成領表程序。 改變台南的未來不能等，謝龍介義無反顧投入市長選戰，並在開放領表第一天，即指示團隊盡早完成相關程序，後續將根據規定，備齊所有證件、刊載選舉公報所需資訊、填報財產申報表等，完成登記，正式成為台南市長候選人。 謝龍介預定 9 月 1 日上午 10 時，親自前往市選委會登記參選，並在完成登記後，以車隊遊行方式，向市民報告自己已正式成為市長候選人，同時提出改變與建設台南政見，爭取市民認同，終結民進黨在台南執政長達 30 年，卻沒捷運、老人健保沒補助、生育津貼不如人、小朋友沒樂園的現況。,,1.0,,,1.0,"2, 5"
